"IDENTIFIER","AU APPLICATION NUMBER","SERIAL NUMBER","PCT APPLICATION NUMBER","WIPO APPLICATION NUMBER","TITLE","TYPE","FILING DATE","EARLIEST PRIORITY DATE","STATUS","INVENTORS","APPLICANTS","AGENTS","FIRST IPC MARK"
"2023210574","2023210574","","","","DEVICE FOR TESTING ANALYTE IN LIQUID SAMPLE","STANDARD","2023-08-02","2023-04-26","FILED","WU, Shujiang; HONG, Liang; ZHAO, Qihui; WU, Junsheng; WANG, Yang; ZENG, Xiuying","Hangzhou Biotest Biotech Co., LTD.","Baxter Patent Attorneys Pty Ltd",""
"2023314829","2023314829","","PCT/CA2023/051019","WO2024/020696","(R)-2-[(2H-1,3-BENZODIOXOL-5-YL)METHYL]PYRROLIDINE AND PROCESSES FOR PREPARATION, COMPOSITIONS AND USES THEREOF","STANDARD","2023-07-28","2022-07-28","FILED","KAUR, Harpreet; XIN, Tao","PHARMALA BIOTECH INC.","FB Rice Pty Ltd","C07D405/06"
"2023206118","2023206118","","","","OPTIMIZED LACTOBACILLUS PARACASEI STRAIN MP137 FOR ENHANCING CYTOKINE REGULATING ALLERGIC IMMUNE RESPONSE AND METHOD FOR OBTAINING THE SAME","STANDARD","2023-07-18","2022-11-07","FILED","HO, HSIEH-HSUN; HSU, YU-CHIEH; HSIA, KO-CHIANG; CIOU, CIAN-DAI; KUO, YI-WEI; LIN, JIA-HUNG; CHEN, CHING-WEI; LIY, AN-FENG","GLAC BIOTECH CO., LTD.","ALDRICH PROJECTS PTY LTD","C12N1/20"
"2023204357","2023204357","","","","BIOACTIVE POLYPEPTIDES FOR IMPROVEMENTS IN PLANT PROTECTION, GROWTH AND PRODUCTIVITY","STANDARD","2023-07-06","2017-07-20","FILED","THOMPSON, Brian; LESLIE, Michelle","Spogen Biotech Inc.","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","A01N37/46"
"2023204355","2023204355","","","","BIOACTIVE POLYPEPTIDES FOR IMPROVEMENTS IN PLANT PROTECTION, GROWTH AND PRODUCTIVITY","STANDARD","2023-07-06","2017-07-20","FILED","THOMPSON, Brian; LESLIE, Michelle","Spogen Biotech Inc.","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","A01N37/46"
"2023304182","2023304182","","PCT/US2023/026827","WO2024/010761","C-MYC MRNA TRANSLATION MODULATORS AND USES THEREOF IN THE TREATMENT OF CANCER","STANDARD","2023-07-02","2022-07-03","FILED","INBAL, Boaz; MANDABI, Aviad; PENROSE, Stephen David; SIMHAEV ISCHAKOV, Luba; ALROY, Iris; WASSERMANN, Rina; SHEINBERGER, Yoni; WANG, Yaode; LI, Haitang; WILLMS, Lothar; SADLER, Scott Alexander; CHU, Shuyu","ANIMA BIOTECH INC.","Griffith Hack","C07D513/04"
"2023305002","2023305002","","PCT/US2023/026828","WO2024/010762","C-MYC MRNA TRANSLATION MODULATORS AND USES THEREOF IN THE TREATMENT OF CANCER","STANDARD","2023-07-02","2022-07-03","FILED","MANDABI, Aviad; INBAL, Boaz; SADLER, Scott Alexander; CHU, Shuyu; SHEPPARD, David William; TIERNEY, Jason Paul; ALROY, Iris; WASSERMANN, Rina; SHEINBERGER, Yoni; WANG, Yaode; LI, Haitang; WILLMS, Lothar","ANIMA BIOTECH INC.","Griffith Hack","C07D513/04"
"2023204231","2023204231","","","","DEVICE FOR TESTING ANALYTE IN LIQUID SAMPLE","STANDARD","2023-06-30","2023-06-30","FILED","LEI, Siyu; FANG, Jianqiu","Zhejiang Orient Gene Biotech Co., Ltd","Baxter Patent Attorneys Pty Ltd",""
"2023296675","2023296675","","PCT/CN2023/103239","WO2024/002170","IL-21 POLYPEPTIDES AND METHODS OF USE","STANDARD","2023-06-28","2022-06-29","FILED","YUAN, Puwei; ZHANG, Fei; LIU, Junli; CHEN, Mingchen; GUAN, Chengcheng; ZHENG, Xin; CHEN, Hang; LIU, Fan","BEIJING NEOX BIOTECH LIMITED","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","C07K14/54"
"2023203919","2023203919","","","","Composition for Enhancing Nitrogen Assimilation in Plants","STANDARD","2023-06-21","2023-03-10","ACCEPTED","YE, Nai-Hua; HUANG, Cho-Chun; LI, Gui-Jun; XIA, Kai; WU, Chen-Pang","CH Biotech R&D Co., Ltd.","A.P.T. Patent and Trade Mark Attorneys","A01N43/38"
"2023203894","2023203894","","","","DEVICE FOR TESTING MULTIPLE ANALYTES IN LIQUID SAMPLE THROUGH LATERAL FLOW","STANDARD","2023-06-20","2023-06-20","FILED","LEI, Siyu; FANG, Jianqiu; ZHANG, Hua","Zhejiang Orient Gene Biotech Co., Ltd","Baxter Patent Attorneys Pty Ltd",""
"2023203601","2023203601","","","","Ex vivo bite-activated T cells","STANDARD","2023-06-09","2016-04-13","ACCEPTED","Ballesteros Nobell, Juan Antonio; Bennet, Teresa Ann; Hernández Campo, Pilar; Gómez González, Cristina; Gorrochategui Guillén, Julián; Martínez López, Joaquín; Robles Mateos, Alicia; Primo Ramos, Daniel","Vivia Biotech, S.L","Catalyst Intellectual Property","A61K39/00"
"2023203324","2023203324","","","","OPTIMIZED LACTOBACILLUS RHAMNOSUS STRAIN MP108 FOR ENHANCING CYTOKINE REGULATING ALLERGIC IMMUNE RESPONSE AND METHOD FOR OBTAINING THE SAME","STANDARD","2023-05-28","2022-11-07","FILED","HO, HSIEH-HSUN; HSU, YU-CHIEH; HSIA, KO-CHIANG; CIOU, CIAN-DAI; KUO, YI-WEI; LIN, JIA-HUNG; CHEN, CHING-WEI; LIY, AN-FENG","GLAC BIOTECH CO., LTD.","ALDRICH PROJECTS PTY LTD","C12N1/20"
"2023361985","2023361985","","PCT/CN2023/096273","","A VVN001-CONTAINING OPHTHALMIC COMPOSITION","STANDARD","2023-05-25","2023-04-27","FILED","XIA, Erning; HAN, Qiao; SHEN, Wang; LU, Yangqingqin; GAO, Hongyan","VIVAVISION BIOTECH LTD.","PHILLIPS ORMONDE FITZPATRICK",""
"2023316921","2023316921","","PCT/CN2023/096225","","OPHTHALMIC COMPOSITION FOR TREATING NON-INFECTIOUS INFLAMMATORY DISEASES","STANDARD","2023-05-25","2023-04-28","FILED","XIA, Erning; HAN, Qiao; SHEN, Wang; LI, Yong; GAO, Hongyan","VIVAVISION BIOTECH LTD.","Davies Collison Cave Pty Ltd",""
"2023203255","2023203255","","","","Molecules disrupting pyruvate kinase M2 and integrin interaction and uses thereof","STANDARD","2023-05-24","2015-02-26","FILED","Liu, Zhi-ren; Li, Liangeiwei; Zhang, Yinwei","Proda Biotech LLC","FPA Patent Attorneys Pty Ltd","C07K14/515"
"2023901559","2023901559","","","","Methods of minimising effects of smoke exposure","PROVISIONAL","2023-05-19","","LAPSED","Not Given","RAGE Biotech Pty Ltd","FPA Patent Attorneys Pty Ltd",""
"2023901558","2023901558","","","","Methods of treating pulmonary fibrosis","PROVISIONAL","2023-05-19","","LAPSED","Not Given","RAGE Biotech Pty Ltd","FPA Patent Attorneys Pty Ltd",""
"2023100041","2023100041","","","","Safe and effective method of treating ulcerative colitis with anti-il12/il23 antibody","INNOVATION","2023-05-18","2018-09-24","CERTIFIED","JOHANNS, Jewel; LI, Katherine; MARANO, Colleen; STRAUSS, Richard; ZHANG, Hongyan; ADEDOKUN, Omoniyi; O'BRIEN, Christopher; SHIELDS-TUTTLE, Kimberly","Janssen Biotech, Inc.","Davies Collison Cave Pty Ltd","C07K16/24"
"2023203116","2023203116","","","","Conjugation Linkers, Cell Binding Molecule-Drug Conjugates Containing the linkers, methods of making and uses such conjugates with the linkers","STANDARD","2023-05-18","2016-11-14","FILED","ZHAO, Yongxin Robert; YANG, Qingliang; HUANG, Yuanyuan; GAI, Shun; YE, Hangbo; ZHAO, Linyao; YANG, Chengyu; GUO, Huihui; ZHOU, Xiaomai; XIE, Hongsheng; ZHU, Haifeng; XU, Yifang; TONG, Qianqian; JIA, Junxiang; CAO, Minjun; LI, Wenjun; GAO, Shuihong; GUO, Zhixiang; BAI, Lu; LI, Chen; YANG, Yanlei; WANG, Chunyan; YE, Zhichang","Hangzhou DAC Biotech Co., Ltd","FB Rice Pty Ltd","C07K14/00"
"2023100042","2023100042","","","","Safe and effective method of treating ulcerative colitis with anti-il12/il23 antibody","INNOVATION","2023-05-18","2018-09-24","CERTIFIED","JOHANNS, Jewel; LI, Katherine; MARANO, Colleen; STRAUSS, Richard; ZHANG, Hongyan; ADEDOKUN, Omoniyi; O'BRIEN, Christopher; SHIELDS-TUTTLE, Kimberly","Janssen Biotech, Inc.","Davies Collison Cave Pty Ltd","C07K16/24"
"2023202952","2023202952","","","","A NUCLEIC ACID TARGETING ANGIOTENSINOGEN AND USES THEREOF","STANDARD","2023-05-11","2023-05-11","FILED","Jiang, Weiwen; Yu, Dong; Tang, Jimmy Xibai","SynerK Biotech Limited","RnB IP Pty Ltd",""
"2023202944","2023202944","","","","A NUCLEIC ACID TARGETING PROPROTEIN CONVERTASE SUBTILISIN/KEXIN 9 AND USES THEREOF","STANDARD","2023-05-11","2023-05-11","FILED","Jiang, Weiwen; Yu, Dong; Tang, Jimmy Xibai","SynerK Biotech Limited","RnB IP Pty Ltd",""
"2023202951","2023202951","","","","A COMPOUND, A CONJUGATE AND USES THEREOF","STANDARD","2023-05-11","2023-05-11","FILED","Yu, Dong","SynerK Biotech Limited","RnB IP Pty Ltd",""
"2023901363","2023901363","","","","Methods of monitoring splicing","PROVISIONAL","2023-05-05","","LAPSED","Not Given","RAGE Biotech Pty Ltd","FPA Patent Attorneys Pty Ltd",""
"2023901365","2023901365","","","","Administration of oligonucleotides","PROVISIONAL","2023-05-05","","LAPSED","Not Given","RAGE Biotech Pty Ltd","FPA Patent Attorneys Pty Ltd",""
"2023265822","2023265822","","PCT/US2023/020655","WO2023/215264","METHODS FOR REDUCING IMPURITIES IN SILK FIBROIN PREPARATIONS","STANDARD","2023-05-02","2022-05-02","FILED","DELISLE, Scott; SANTOS, Michael","COCOON BIOTECH INC.","Spruson & Ferguson","C07K1/34"
"2023258545","2023258545","","PCT/GB2023/051145","WO2023/209397","PURIFIED MUCUS","STANDARD","2023-04-28","2022-04-29","FILED","CHATER, Peter; WILCOX, Matthew; STANFORTH, Kyle; ZAKHOUR, Maria; PEARSON, Jeffrey","AELIUS BIOTECH LIMITED","Blue Penguin IP Ltd","C07K14/47"
"2023265015","2023265015","","PCT/US2023/020349","WO2023/215186","METHODS OF REDUCING THE SIGNS OR SYMPTOMS OF DERMAL DISORDERS WITH TOPICALLY APPLIED SILK FIBROIN","STANDARD","2023-04-28","2022-05-02","FILED","TWEED-KENT, Ailis; SANTOS, Michael; DELISLE, Scott; MITCHELL, Peter","COCOON BIOTECH INC.","Spruson & Ferguson","A61K8/04"
"2023202538","2023202538","","","","Materials and methods for binding Siglec-3/CD33","STANDARD","2023-04-27","2020-03-13","FILED","DOONAN, Patrick John; GANESAN, Rajkumar; DEREBE, Mehabaw Getahun; VENKATARAMANI, Sathyadevi; SINGH, Sanjaya; GREWAL, Iqbal S.; WIEHAGEN, Karla R.","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/00"
"2023202558","2023202558","","","","Models and methods for rapid screening the efficacy of immunoregulating drugs","STANDARD","2023-04-27","2022-09-01","FILED","XIE, Bin; WEN, Danyi","Shanghai Lide Biotech Co., Ltd.","FB Rice Pty Ltd","C12N11/084"
"2023202536","2023202536","","","","Materials and methods for binding Siglec-3/CD33","STANDARD","2023-04-27","2020-03-13","FILED","DOONAN, Patrick John; GANESAN, Rajkumar; DEREBE, Mehabaw Getahun; VENKATARAMANI, Sathyadevi; SINGH, Sanjaya; GREWAL, Iqbal S.; WIEHAGEN, Karla R.","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/00"
"2023270533","2023270533","","PCT/CN2023/090965","WO2023/221758","NEW CRYSTAL FORM OF TRISACCHARIDE","STANDARD","2023-04-26","2022-05-17","FILED","YIN, Wencheng; JIANG, Fujiao; ZHU, Changxiong; FANG, Xu; HIROSE, Yoshihiko","SHANDONG HENGLU BIOTECH. CO., LTD.","Madderns Pty Ltd","C07H13/04"
"2023202520","2023202520","","","","Materials and methods for binding Siglec-3/CD33","STANDARD","2023-04-26","2020-03-13","FILED","DOONAN, Patrick John; GANESAN, Rajkumar; DEREBE, Mehabaw Getahun; VENKATARAMANI, Sathyadevi; SINGH, Sanjaya; GREWAL, Iqbal S.; WIEHAGEN, Karla R.","Janssen Biotech, Inc.","Spruson & Ferguson","A61K39/00"
"2023260205","2023260205","","PCT/CN2023/090744","WO2023/208014","ANTIBODIES BINDING BCMA AND CD3 AND USES THEREOF","STANDARD","2023-04-26","2022-04-28","FILED","LIU, Fangjie; LI, Jiangmei; HU, Wenqi; LI, Feng","BEIJING MABWORKS BIOTECH CO., LTD","Davies Collison Cave Pty Ltd","C07K16/24"
"2023266722","2023266722","","PCT/CN2023/090966","WO2023/216890","NEW CRYSTAL FORM OF TRISACCHARIDE","STANDARD","2023-04-26","2022-05-07","FILED","FANG, Xu; YIN, Wencheng; JIANG, Fujiao; ZHU, Changxiong","SHANDONG HENGLU BIOTECH. CO., LTD.","Madderns Pty Ltd","C07H13/04"
"2023259269","2023259269","","PCT/CN2023/090747","WO2023/208016","SINGLE-CHAIN FRAGMENT VARIABLE COMPRISING MUTANT LIGHT CHAIN FRAMEWORK REGION","STANDARD","2023-04-26","2022-04-28","FILED","LIN, Guangzhong; LI, Jiangmei; HU, Wenqi; LI, Feng","BEIJING MABWORKS BIOTECH CO., LTD","Davies Collison Cave Pty Ltd","C07K16/28"
"2023202383","2023202383","","","","TEST DEVICE FOR DETECTING ANALYTE IN LIQUID SAMPLE","STANDARD","2023-04-19","2023-04-19","FILED","LEI, Siyu; FANG, Jianqiu","Zhejiang Orient Gene Biotech Co., Ltd","Baxter Patent Attorneys Pty Ltd",""
"2023274641","2023274641","","PCT/CN2023/088385","WO2023/226617","STABLE ANTIBODY PREPARATION","STANDARD","2023-04-14","2022-05-23","FILED","SU, Zhipeng; WANG, Yang; XIE, Wei","REGENECORE BIOTECH CO., LTD","Madderns Pty Ltd","C07K16/46"
"2023262112","2023262112","","PCT/US2023/065762","WO2023/212483","METHODS AND COMPOSITIONS FOR TREATING EOSINOPHIL DRIVEN DISEASES AND DISORDERS","STANDARD","2023-04-14","2022-04-29","FILED","SHANG, Yan Wu; ZHAO, Haitao","PURINOMIA BIOTECH, INC.","Davies Collison Cave Pty Ltd","A61K39/395"
"2023901077","2023901077","","","","A METHOD OF PRODUCING AND TRACKING SERUM","PROVISIONAL","2023-04-12","","LAPSED","MATHUR, Udit","M&T Biotech IP Pty Ltd","Baxter Patent Attorneys Pty Ltd",""
"2023202155","2023202155","","","","LARGE SCALE PRODUCTION OF N-ACETYLLACTOSAMINE DERIVATIVES","STANDARD","2023-04-06","2022-04-08","GRANTED","BOVIN, Nicolai; KUNETSKIY, Roman","Kode Biotech Limited","Parker, Stephen R","C07H15/18"
"2023250974","2023250974","","PCT/CN2023/086327","WO2023/193727","PHARMACEUTICAL USE OF POLYPEPTIDE IN PREPARATION OF DRUGS FOR TREATING AND/OR PREVENTING DIABETES AND OBESITY AND RELATED DISEASES THEREOF","STANDARD","2023-04-04","2022-04-07","FILED","CHEN, Xiaoxin; LIU, Zhuowei; CHEN, Minglu; HUANG, Jianzhou; PANG, Daolin; ZHANG, Qianru; LIU, Miao; REN, Yingshan; LONG, Chaofeng","GUANGDONG RAYNOVENT BIOTECH CO., LTD.","Madderns Pty Ltd","C07K14/605"
"2023246439","2023246439","","PCT/CN2023/085423","WO2023/186079","CD80 PROTEIN VARIANT AND CD80 FUSION PROTEIN","STANDARD","2023-03-31","2022-04-02","FILED","LV, Ming; DING, Xiaoran; MIAO, Shiwei; TAN, Bin; TAO, Jun; CUI, Hang","HANGZHOU SUMGEN BIOTECH CO., LTD.; SUMGEN MAB (BEIJING) BIOTECH CO., LTD.","Baxter Patent Attorneys Pty Ltd","C07K16/28"
"2023247337","2023247337","","PCT/IB2023/053186","WO2023/187707","METHOD OF TREATING MILD TO MODERATE PSORIASIS WITH IL-23 SPECIFIC ANTIBODY","STANDARD","2023-03-30","2022-03-30","FILED","CHAN, Daphne; CHOI, Olivia; GAO, Long-Long; JEYARAJAH, Jenny; LI, Shu; ROWLAND, Katelyn; SINHA, Vikash; WANG, Yanli","JANSSEN BIOTECH, INC.","Spruson & Ferguson","C07K16/24"
"2023201862","2023201862","","","","Fusion proteins, recombinant bacteria, and methods for using recombinant bacteria","STANDARD","2023-03-27","2014-09-17","FILED","Thompson, Brian; Siegel, Ashley","Spogen Biotech Inc.","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","C12N1/20"
"2023238299","2023238299","","PCT/EP2023/057582","WO2023/180502","COMPOUND FOR INCREASING EFFICACY OF ONCOLYTIC VIRUSES","STANDARD","2023-03-24","2022-03-24","FILED","SMRZKA, Oskar","ABLEVIA BIOTECH GMBH","PHILLIPS ORMONDE FITZPATRICK","A61K39/00"
"2023240941","2023240941","","PCT/CN2023/083531","WO2023/179740","ANTI-MSLN ANTIBODIES AND METHODS OF USE","STANDARD","2023-03-24","2022-03-25","FILED","LIN, Pei-Hua; JIANG, Wei-Dong; XU, Wenfeng; ISSAFRAS, Hassan; TSENG, Chi-Ling; WANG, Jiin-Tarng","SHANGHAI HENLIUS BIOLOGICS CO., LTD.; SHANGHAI HENLIUS BIOPHARMACEUTICAL CO., LTD.; SHANGHAI HENLIUS BIOTECH , INC.","WRAYS PTY LTD","C07K16/30"
"2023247211","2023247211","","PCT/IB2023/052886","WO2023/187561","2-[(2-OXO-4-PHENYL-2H-CHROMEN-7-YL)OXY] PROPANAMIDO DERIVATIVES","STANDARD","2023-03-23","2022-03-30","FILED","LISANTI, Michael P.; SOTGIA, Federica; KANGASMETSA, Jussi; DI PISA, Filippo","LUNELLA BIOTECH, INC.","Spruson & Ferguson","C07D311/16"
"2023236233","2023236233","","PCT/CN2023/082191","WO2023/174409","SALT FORM AND CRYSTAL FORM OF VANIN ENZYME INHIBITOR, METHOD FOR PREPARING SAME, AND USE THEREOF","STANDARD","2023-03-17","2022-03-18","FILED","YAO, Yuanshan; TIAN, Yong; LUAN, Linbo; CHEN, Yongkai; WANG, Chaodong","SHANGHAI MEIYUE BIOTECH DEVELOPMENT CO., LTD.","FB Rice Pty Ltd","C07D491/107"
"2023236844","2023236844","","PCT/IB2023/052532","WO2023/175536","LIPID MONOMERS FOR THERAPEUTIC DELIVERY OF RNA","STANDARD","2023-03-15","2022-03-16","FILED","PRHAVC, Marija; JIN, Yi; RAMASESHAN, Mahesh","JANSSEN BIOTECH, INC.","Spruson & Ferguson","C07H13/12"
"2023228341","2023228341","","PCT/EP2023/055381","WO2023/166153","NEW COMPOUNDS AND TREATMENT OF RENAL CELL CARCINOMA","STANDARD","2023-03-02","2022-03-02","FILED","MARDINOGLU, Adil; LI, Xiangyu; BOUZIAN, Younos; EL HAFI, Mohamed; PARVIZI, Negar","BASH BIOTECH INC","James & Wells Intellectual Property","A61K31/506"
"2023201301","2023201301","","","","TEST DEVICE FOR ANALYTE IN A FLUID SAMPLE","STANDARD","2023-03-02","2022-05-23","FILED","FANG, Jianqiu; LEI, Siyu; ZHANG, Hua","Zhejiang Orient Gene Biotech Co., Ltd","Baxter Patent Attorneys Pty Ltd","G01N33/52"
"2023201217","2023201217","","","","Safe and effective method of treating ulcerative colitis with anti-IL12/IL23 antibody","STANDARD","2023-02-28","2018-09-24","FILED","JOHANNS, Jewel; LI, Katherine; MARANO, Colleen; STRAUSS, Richard; ZHANG, Hongyan; ADEDOKUN, Omoniyi; O'BRIEN, Christopher; SHIELDS-TUTTLE, Kimberly","Janssen Biotech, Inc.","Davies Collison Cave Pty Ltd","A61K39/395"
"2023223523","2023223523","","PCT/US2023/063352","WO2023/164695","BCMA-TARGETED CAR-T CELL THERAPY FOR MULTIPLE MYELOMA","STANDARD","2023-02-27","2022-02-28","FILED","FAN, Xiaohu; SCHECTER, Jordan; PACAUD, Lida; HIRSCHMANN, Michael","JANSSEN BIOTECH, INC.; LEGEND BIOTECH USA INC.; NANJING LEGEND BIOTECH CO., LTD.","FB Rice Pty Ltd","A61K39/00"
"2023223567","2023223567","","PCT/EP2023/054568","WO2023/161346","ARGINASE 2 VACCINE","STANDARD","2023-02-23","2022-02-24","FILED","ANDERSEN, Mads Hald","IO BIOTECH APS","Spruson & Ferguson","A61K39/00"
"2023247113","2023247113","","PCT/IB2023/051677","WO2023/187495","SHELL FOR SMALL VIAL TO FIT INTO INJECTOR OR CAP REMOVER","STANDARD","2023-02-23","2022-03-30","FILED","ZWIRNMANN, Ralph Fritz","JANSSEN BIOTECH, INC.","Spruson & Ferguson","A61M5/00"
"2023223556","2023223556","","PCT/EP2023/054455","WO2023/161291","PEPTIDE LINKERS COMPRISING TWO OR MORE PAYLOADS","STANDARD","2023-02-22","2022-02-22","FILED","BERTRAND, Romain; ATTINGER-TOLLER, Isabella; FAY, Rachael; GRABULOVSKI, Dragan; SPYCHER, Philipp","ARARIS BIOTECH AG","GLMR","A61K47/68"
"2023223455","2023223455","","PCT/US2023/063071","WO2023/164510","ANTI-CD28 X ANTI-PSMA ANTIBODIES","STANDARD","2023-02-22","2022-02-23","FILED","DESJARLAIS, John, R.; MOORE, Gregory; HEDVAT, Michael; DIAZ, Juan; GUSTI ZENG, Veronica; DRAGOVICH, Matthew, Adam; ERHARDT, Joseph; MCDEVITT, Theresa; MOUSSA, Fouad; SETH, Pankaj; SHEN, Fei; ZWOLAK, Adam","JANSSEN BIOTECH, INC.; XENCOR, INC.","MINTER ELLISON","A61P35/00"
"2023201022","2023201022","","","","DEVICES, SYSTEMS AND METHODS FOR AGROCHEMICAL DETECTION AND AGROCHEMICAL COMPOSITIONS","STANDARD","2023-02-21","2017-05-17","FILED","Thompson, Brian M.","Spogen Biotech Inc.","Pizzeys Patent and Trade Mark Attorneys Pty Ltd","G01N21/27"
"2023229628","2023229628","","PCT/CN2023/077280","WO2023/169200","RECOMBINANT YEAST AND APPLICATION THEREOF","STANDARD","2023-02-21","2022-03-11","FILED","FANG, Xu; LI, Fengyi; HAN, Lijuan; YIN, Wencheng","SHANDONG HENGLU BIOTECH. CO., LTD","Madderns Pty Ltd","C12N9/10"
"2023220523","2023220523","","PCT/CN2023/077493","WO2023/155925","ANTI-5T4 ANTIBODIES AND USES THEREOF","STANDARD","2023-02-21","2022-02-21","FILED","LIU, Fang; GONG, Wenci; CAI, Zhijian; YANG, Liu; GAO, Shan; JIANG, Wenqing; FANG, Lei","CONCEPT TO MEDICINE BIOTECH CO., LTD.; LEPU BIOPHARMA CO., LTD.","FPA Patent Attorneys Pty Ltd","C07K16/32"
"2023222467","2023222467","","PCT/EP2023/054140","WO2023/156645","COMPOUNDS FOR USE IN THE TREATMENT OF DYSTROPHINOPATHIES","STANDARD","2023-02-20","2022-02-21","FILED","PERICOT MOHR, Gal.la; INSA BORONAT, Raúl; HUERTAS GAMBÍN, Óscar; REIG BOLAÑO, Núria; ASAKURA, Atsushi; ASAKURA, Yoko; MONTOLIO DEL OLMO, Marisol","REGENTS OF THE UNIVERSITY OF MINNESOTA; SOM INNOVATION BIOTECH, S.A.","Collison & Co","A61K31/18"
"2023200925","2023200925","","","","Hydrophilic Linkers for Conjugate  ","STANDARD","2023-02-17","2015-06-15","LAPSED","ZHAO, Robert Yongxin","Hangzhou DAC Biotech Co., Ltd","FB Rice Pty Ltd","C07F9/6558"
