Category,Companies,Description,Additional Info,Location,City,Additional Info 2,Contact,Companies_full,url,Latitude,Longitude
,"University of Wollongong - Faculty of Science, Medicine and Health",,,,,,,"University of Wollongong - Faculty of Science, Medicine and Health",https://www.uow.edu.au/science-medicine-health/,46.3144754,11.0480288
Research facilities,UNSW,"bioreactor, corneal cell therapy","Rob Nordon, Nick Di Girolamo",,Sydney,,,,,46.3144754,11.0480288
,UNSW Industry & Innovation,,,,,,,UNSW Industry & Innovation,https://www.knowledgeexchange.unsw.edu.au/,46.3144754,11.0480288
Research facilities,UNSW RNA institute,manufacture for preclinical,https://www.rna.unsw.edu.au/accelerator,"Level 6 Hilmer Building (E10), UNSW Kensington Campus",Sydney,,Pall (Palli) Thordarson,,https://www.rna.unsw.edu.au/accelerator,,
,UNSW School of Biotechnology and Biomolecular Sciences,,,"UNSW Sydney, High St, Kensington NSW 2052 Australia",Sydney,,,UNSW School of Biotechnology and Biomolecular Sciences,https://www.unsw.edu.au/science/our-schools/babs,,
Research facilities,UTS,,,,Sydney,,,,,,
,Vaxxas Pty Ltd,,,"47 Thorndike St Suite B1-1, Cambridge MA 02141 United States",,,,Vaxxas Pty Ltd,https://www.vaxxas.com/,,
,Vaxxas Pty Ltd,,,"240 MacArthur Avenue, Hamilton QLD 4007 Australia",Brisbane,,,Vaxxas Pty Ltd,,,
,Vectus Biosystems Limited,,,"Level 3, 11 Julius Avenue, North Ryde NSW 2113 Australia",Sydney,,,Vectus Biosystems Limited,http://www.vectusbiosystems.com.au/,,
,Venture Valuation,,,"Kasernenstrasse 11, 8004 Zurich Switzerland",,,,Venture Valuation,http://www.venturevaluation.com/,,
,Vetter Pharma International GmbH,,,Vetter Pharma International GmbH Singapore Branch 50 Raffles Place Level 30-01 Singapore Land Tower 048623 Singapore,,,,Vetter Pharma International GmbH,http://www.vetter-pharma.com/,,
,"Vial Health Technology, Inc.",,,,,,,"Vial Health Technology, Inc.",http://vial.com/,,
,Viatris,,,"Level 1, 30 The Bond, 30-34 Hickson Road, Millers Point NSW 2000",Sydney,,,Viatris,https://www.viatris.com/en,,
Government representatives,VIC,,,,,Secretary,Prof Euan Wallace,,,,
Government representatives,VIC,,,,,health technology manager,Dr Filimon Haile,,,,
Government representatives,VIC,,,,,A/Director of relevant section,Marianne Griffin,,,,
Government representatives,VIC,,"Department of Jobs, Skills, Industry and Regions - Jobs Innovation and Business Engagement Group",,,"Senior Policy Manager - Medical Technologies and Pharmaceuticals, Economic Development, Employment and Innovation",Phil Davies,,,,
Supporting initiatives,Victorian Medtech Skills and Devices Hub (VMH),,https://vicmedtechhub.com.au/,,Melbourne,,Andrea O'Connor,,https://vicmedtechhub.com.au/,,
,Viedoc Technologies AB,,,"Stationsgatan 23, Uppsala, Sweden",,,,Viedoc Technologies AB,https://www.viedoc.com/,,
,Viedoc Technologies AB,,,"4208 Six Forks Road, Suite 1000, Raleigh, NC 27609 USA",,,,Viedoc Technologies AB,,,
,Viedoc Technologies AB,,,"8-6-305 Nihombashi-kobunacho Chuo-ku, Tokyo 103-0024, Japan",,,,Viedoc Technologies AB,,,
non TGA licensed phase 0/1 manufacture facilities,Viral Vector Manufacturing Facility Pty Ltd,Clinical scale viral vector manufacturing (AAV and LVV) going for TGA licensing 2024. Currently undergoing licensing for Miltenyi CAR T process.,https://sydneycellandgenetherapy.org/,,Sydney,,Leighton Clancy/Sue MacLeman,,https://sydneycellandgenetherapy.org/,,
,Vitrafy Life Sciences Ltd,,,,,,,Vitrafy Life Sciences Ltd,https://www.vitrafy.com/,,
,Vitura Health Limited,,,,,,,Vitura Health Limited,https://www.vitura.com.au/,,
Companies developing Advanced Medicines,VivaZome,mRNA delivery in exosomes,https://vivazome.com/,,Melbourne,,Xenia Sango,,https://vivazome.com/,,
Government representatives,WA,,"Dept of Jobs, Tourism, Science and Innovation",,,"Director, Life Sciences",Gino Marinucci,,,,
Government representatives,WA,,"Office of Medical Research and Innovation (OMRI, Dept of Health) WA",,Perth,Director of Research (Formerly transformational bioinformatics at CSIRO),Vasan Seshadri,,,,
Government representatives,WA,,"Department of Jobs, Tourism, Science and Innovation WA",,Perth,Executive Director for Science and Innovation,Andrew Dolling,,,,
,Wallonia.be - Export & Investment (Belgium),,,"Avenue des Dessus de lives, 6B-5101 Namur-Loyers",,,,Wallonia.be - Export & Investment (Belgium),http://www.investinwallonia.be/?lang=en,,
non TGA licensed phase 0/1 manufacture facilities,WEHI,"viral manufacture - vaccine, CAR-T cell therapy manufacturing on the horizon",,,,,,,,,
,Wellumio,,,"134 Main St, Bacchus Marsh, VIC 3340 Australia",Melbourne,,,Wellumio,https://www.wellumio.com/,,
,Wellumio,,,"Level 1, 155 The Terrace, Wellington Central, New Zealand",Auckland,,,Wellumio,,,
Institutions treating patients with CGT pharmaceuticals,Wesley Hospital,,virus specific T cells,,Brisbane,Prof Rajiv Khanna,Prof Rajiv Khanna,,,,
,West Pharmaceutical Services Singapore PTE Ltd,,,"530 Herman O. West Drive, Exton, PA 19341",,,,West Pharmaceutical Services Singapore PTE Ltd,http://www.westpharma.com/,,
Approved commercial treatment centres,Westmead Hospital,,CAR T for diffuse large B-cell lymphoma,,Sydney,,,,,,
Approved commercial treatment centres,Westmead Hospital,,CAR T for acute lymphoblastic leukaemia (? 18 years ? 25 years old),,Sydney,,,,,,
Institutions treating patients with CGT pharmaceuticals,Westmead Hospital/Western Sydney Local District Health,,"CAR T, allo CAR T, hemophilia GT, iPSC-MSC, virus specific T cells, GT OTC Deficiency, GT DMD",,Sydney,"Dr Kenneth Micklethwaite, Aditi Mehta, DO, John Rasko, Jolanta Airey","Dr Kenneth Micklethwaite, Aditi Mehta, DO, John Rasko, Jolanta Airey",,,,
Research facilities,Westmead Institute for Medical Research,Cell based immunotherapy for post transplant tolerance,David Gottlieb,,Sydney,,David Gottlieb,,,,
Institutions treating patients with CGT pharmaceuticals,Womens and Childrens Hospital,,"CAR T, Cerebral Adrenoleukodystrophy GT, Sanfilippo GT",,Adelaide,"Simon C Barry, Nicholas Smith, MD","Simon C Barry, Nicholas Smith, MD",,,,
Clinical CRO,World Courier AmerisouceBergen,,,,,,,,,,
,Wrays,,,"Level 20, 1 Castlereagh Street, Sydney, NSW 2000",Sydney,,,Wrays,https://www.wrays.com.au/,,
,Wrays,,,"Level 20, 600 Bourke Street Melbourne, VIC 3000",Melbourne,,,Wrays,,,
,Wrays,,,"Level 7, 863 Hay Street, Perth WA 6000",Perth,,,Wrays,,,
,Wrays,,,"78 North Terrace, Kent Town, SA 5067",Adelaide,,,Wrays,,,
,Yuhan ANZ,,,"Level 7, 33 King William St, Adelaide 5000, South Australia",Adelaide,,,Yuhan ANZ,http://yuhan-anz.com/,,
,Zuellig Pharma SSG Australia,,,"15 Lum St, Export Park, SA 5950",Adelaide,,,Zuellig Pharma SSG Australia,https://www.zuelligpharma-australia.com.au/,,
